,date,dcoilwtico,7_avg_oil,30_avg_oil,lag_1,lag_2,lag_3,lag_4,lag_5,lag_6,lag_7,lag_14,lag_28,lag_60,lag_120,lag_180,lag_365
581,3/25/2015,48.75,45.88857143,48.81766667,47.03,47.4,46,44.02,44.63,43.39,43.93,50.76,52.66,53.45,87.29,101.88,96.81
582,3/26/2015,51.41,47.03428571,48.82566667,48.75,47.03,47.4,46,44.02,44.63,43.39,49.61,52.66,53.45,85.76,103.84,96.29
583,3/27/2015,48.83,47.63428571,48.698,51.41,48.75,47.03,47.4,46,44.02,44.63,49.95,53.56,52.72,85.87,103.83,94.56
584,3/30/2015,48.66,48.29714286,48.56466667,48.83,51.41,48.75,47.03,47.4,46,44.02,48.42,52.13,50.05,85.73,105.34,94.58
585,3/31/2015,47.72,48.54285714,48.37,48.66,48.83,51.41,48.75,47.03,47.4,46,48.06,51.12,47.98,81.72,104.59,93.4
586,4/1/2015,50.12,48.93142857,48.303,47.72,48.66,48.83,51.41,48.75,47.03,47.4,47.12,49.95,48.69,81.82,103.81,94.74
587,4/2/2015,49.13,49.23142857,48.23666667,50.12,47.72,48.66,48.83,51.41,48.75,47.03,44.88,49.56,48.8,82.33,102.76,94.25
588,4/3/2015,49.13,49.28571429,48.20933333,49.13,50.12,47.72,48.66,48.83,51.41,48.75,43.93,48.48,48.35,82.8,105.23,94.56
589,4/6/2015,52.08,49.38142857,48.29333333,49.13,49.13,50.12,47.72,48.66,48.83,51.41,43.39,50.25,46.06,82.76,105.68,95.13
590,4/7/2015,53.95,50.11285714,48.47566667,52.08,49.13,49.13,50.12,47.72,48.66,48.83,44.63,47.65,45.92,83.25,104.91,93.12
591,4/8/2015,50.44,50.36714286,48.482,53.95,52.08,49.13,49.13,50.12,47.72,48.66,44.02,49.84,48.49,80.52,104.29,93.91
592,4/9/2015,50.79,50.80571429,48.58666667,50.44,53.95,52.08,49.13,49.13,50.12,47.72,46,49.59,46.37,82.81,98.23,93.76
593,4/10/2015,51.63,51.02142857,48.64633333,50.79,50.44,53.95,52.08,49.13,49.13,50.12,47.4,50.43,48.49,81.27,97.86,93.8
594,4/13/2015,51.95,51.42428571,48.725,51.63,50.79,50.44,53.95,52.08,49.13,49.13,47.03,51.53,48.49,81.26,98.26,93.03
595,4/14/2015,53.3,52.02,48.82066667,51.95,51.63,50.79,50.44,53.95,52.08,49.13,48.75,50.76,46.79,81.36,97.34,93.35
596,4/15/2015,56.25,52.61571429,48.978,53.3,51.95,51.63,50.79,50.44,53.95,52.08,51.41,49.61,47.85,82.25,96.93,93.34
597,4/16/2015,56.69,53.00714286,49.17566667,56.25,53.3,51.95,51.63,50.79,50.44,53.95,48.83,49.95,45.93,81.06,97.34,95.35
598,4/17/2015,55.71,53.76,49.379,56.69,56.25,53.3,51.95,51.63,50.79,50.44,48.66,48.42,45.26,80.53,97.61,94.53
599,4/20/2015,56.37,54.55714286,49.593,55.71,56.69,56.25,53.3,51.95,51.63,50.79,47.72,48.06,44.8,78.77,98.09,93.86
600,4/21/2015,55.58,55.12142857,49.83166667,56.37,55.71,56.69,56.25,53.3,51.95,51.63,50.12,47.12,45.84,77.15,97.36,93.41
601,4/22/2015,56.17,55.72428571,50.102,55.58,56.37,55.71,56.69,56.25,53.3,51.95,49.13,44.88,44.08,78.71,97.57,92.05
602,4/23/2015,56.59,56.19428571,50.41766667,56.17,55.58,56.37,55.71,56.69,56.25,53.3,49.13,43.93,44.12,77.87,95.54,92.05
603,4/24/2015,55.98,56.15571429,50.78766667,56.59,56.17,55.58,56.37,55.71,56.69,56.25,52.08,43.39,47.79,78.71,97.3,92.55
604,4/27/2015,55.56,55.99428571,51.17533333,55.98,56.59,56.17,55.58,56.37,55.71,56.69,53.95,44.63,49.25,77.43,96.44,93.61
605,4/28/2015,57.05,56.18571429,51.63066667,55.56,55.98,56.59,56.17,55.58,56.37,55.71,50.44,44.02,53.04,77.85,94.35,95.83
606,4/29/2015,58.55,56.49714286,52.09466667,57.05,55.56,55.98,56.59,56.17,55.58,56.37,50.79,46,48.45,77.16,96.4,96.97
607,4/30/2015,59.62,57.07428571,52.61466667,58.55,57.05,55.56,55.98,56.59,56.17,55.58,51.63,47.4,50.48,74.13,93.97,97.14
608,5/1/2015,59.1,57.49285714,53.05133333,59.62,58.55,57.05,55.56,55.98,56.59,56.17,51.95,47.03,51.66,75.91,93.61,97.48
609,5/4/2015,58.92,57.82571429,53.43533333,59.1,59.62,58.55,57.05,55.56,55.98,56.59,53.3,48.75,52.99,75.64,95.39,97.1
610,5/5/2015,60.38,58.45428571,53.88033333,58.92,59.1,59.62,58.55,57.05,55.56,55.98,56.25,51.41,50.06,74.55,95.78,98.32
611,5/6/2015,60.93,59.22142857,54.28633333,60.38,58.92,59.1,59.62,58.55,57.05,55.56,56.69,48.83,48.8,74.55,95.82,97.25
612,5/7/2015,58.99,59.49857143,54.539,60.93,60.38,58.92,59.1,59.62,58.55,57.05,55.71,48.66,51.17,75.63,96.44,97.21
613,5/8/2015,59.41,59.62142857,54.89166667,58.99,60.93,60.38,58.92,59.1,59.62,58.55,56.37,47.72,52.66,76.52,97.86,96.27
614,5/11/2015,59.23,59.56571429,55.244,59.41,58.99,60.93,60.38,58.92,59.1,59.62,55.58,50.12,52.66,75.74,97.86,97.18
615,5/12/2015,60.72,59.79714286,55.67733333,59.23,59.41,58.99,60.93,60.38,58.92,59.1,56.17,49.13,53.56,74.04,92.92,96.99
616,5/13/2015,60.5,60.02285714,56.02333333,60.72,59.23,59.41,58.99,60.93,60.38,58.92,56.59,49.13,52.13,73.7,95.5,97.59
617,5/14/2015,59.89,59.95285714,56.382,60.5,60.72,59.23,59.41,58.99,60.93,60.38,55.98,52.08,51.12,73.7,94.51,98.4
618,5/15/2015,59.73,59.78142857,56.73533333,59.89,60.5,60.72,59.23,59.41,58.99,60.93,55.56,53.95,49.95,65.94,93.32,99.11
619,5/18/2015,59.44,59.84571429,56.98066667,59.73,59.89,60.5,60.72,59.23,59.41,58.99,57.05,50.44,49.56,68.98,92.64,98.62
620,5/19/2015,57.3,59.54428571,57.09233333,59.44,59.73,59.89,60.5,60.72,59.23,59.41,58.55,50.79,48.48,66.99,92.73,98.87
621,5/20/2015,58.96,59.50571429,57.37633333,57.3,59.44,59.73,59.89,60.5,60.72,59.23,59.62,51.63,50.25,67.3,91.71,98.87
622,5/21/2015,60.18,59.42857143,57.68933333,58.96,57.3,59.44,59.73,59.89,60.5,60.72,59.1,51.95,47.65,66.73,92.89,99.18
623,5/22/2015,58.88,59.19714286,57.931,60.18,58.96,57.3,59.44,59.73,59.89,60.5,58.92,53.3,49.84,65.89,92.18,99.94
624,5/25/2015,58.88,59.05285714,58.162,58.88,60.18,58.96,57.3,59.44,59.73,59.89,60.38,56.25,49.59,63.13,92.86,98.9
625,5/26/2015,57.29,58.70428571,58.295,58.88,58.88,60.18,58.96,57.3,59.44,59.73,60.93,56.69,50.43,63.74,94.91,98.17
626,5/27/2015,57.51,58.42857143,58.337,57.29,58.88,58.88,60.18,58.96,57.3,59.44,58.99,55.71,51.53,60.99,94.33,98.17
627,5/28/2015,57.69,58.48428571,58.37033333,57.51,57.29,58.88,58.88,60.18,58.96,57.3,59.41,56.37,50.76,60.01,93.07,95.14
628,5/29/2015,60.25,58.66857143,58.52166667,57.69,57.51,57.29,58.88,58.88,60.18,58.96,59.23,55.58,49.61,57.81,92.43,93.66
629,6/1/2015,60.24,58.67714286,58.65066667,60.25,57.69,57.51,57.29,58.88,58.88,60.18,60.72,56.17,49.95,55.96,91.46,93.12
630,6/2/2015,61.3,59.02285714,58.84133333,60.24,60.25,57.69,57.51,57.29,58.88,58.88,60.5,56.59,48.42,55.97,91.55,93.31
631,6/3/2015,59.67,59.13571429,58.958,61.3,60.24,60.25,57.69,57.51,57.29,58.88,59.89,55.98,48.06,56.43,93.6,91.9
632,6/4/2015,58,59.23714286,59.005,59.67,61.3,60.24,60.25,57.69,57.51,57.29,59.73,55.56,47.12,54.18,93.59,91.36
633,6/5/2015,59.11,59.46571429,59.10933333,58,59.67,61.3,60.24,60.25,57.69,57.51,59.44,57.05,44.88,56.91,95.55,92.39
634,6/8/2015,58.15,59.53142857,59.19566667,59.11,58,59.67,61.3,60.24,60.25,57.69,57.3,58.55,43.93,55.25,94.53,91.45
635,6/9/2015,60.15,59.51714286,59.299,58.15,59.11,58,59.67,61.3,60.24,60.25,58.96,59.62,43.39,56.78,91.17,92.15
636,6/10/2015,61.36,59.67714286,59.39266667,60.15,58.15,59.11,58,59.67,61.3,60.24,60.18,59.1,44.63,55.7,90.74,93.78
637,6/11/2015,60.74,59.59714286,59.43,61.36,60.15,58.15,59.11,58,59.67,61.3,58.88,58.92,44.02,55.7,91.02,93.54
638,6/12/2015,59.96,59.63857143,59.45866667,60.74,61.36,60.15,58.15,59.11,58,59.67,58.88,60.38,46,54.59,89.76,93.96
639,6/15/2015,59.53,59.85714286,59.479,59.96,60.74,61.36,60.15,58.15,59.11,58,57.29,60.93,47.4,53.46,90.33,93.96
640,6/16/2015,60.01,59.98571429,59.46666667,59.53,59.96,60.74,61.36,60.15,58.15,59.11,57.51,58.99,47.03,54.14,88.89,94.51
641,6/17/2015,59.89,60.23428571,59.432,60.01,59.53,59.96,60.74,61.36,60.15,58.15,57.69,59.41,48.75,53.45,87.29,96.35
642,6/18/2015,60.41,60.27142857,59.47933333,59.89,60.01,59.53,59.96,60.74,61.36,60.15,60.25,59.23,51.41,53.45,85.76,97.23
643,6/19/2015,59.62,60.02285714,59.48633333,60.41,59.89,60.01,59.53,59.96,60.74,61.36,60.24,60.72,48.83,52.72,85.87,96.66
644,6/22/2015,60.01,59.91857143,59.51233333,59.62,60.41,59.89,60.01,59.53,59.96,60.74,61.3,60.5,48.66,50.05,85.73,95.82
645,6/23/2015,61.05,60.07428571,59.52333333,60.01,59.62,60.41,59.89,60.01,59.53,59.96,59.67,59.89,47.72,47.98,81.72,97.49
646,6/24/2015,60.01,60.14285714,59.507,61.05,60.01,59.62,60.41,59.89,60.01,59.53,58,59.73,50.12,48.69,81.82,97.34
647,6/25/2015,59.59,60.08285714,59.497,60.01,61.05,60.01,59.62,60.41,59.89,60.01,59.11,59.44,49.13,48.8,82.33,98.25
648,6/26/2015,59.41,60.01428571,59.48633333,59.59,60.01,61.05,60.01,59.62,60.41,59.89,58.15,57.3,49.13,48.35,82.8,97.55
649,6/29/2015,58.34,59.71857143,59.44966667,59.41,59.59,60.01,61.05,60.01,59.62,60.41,60.15,58.96,52.08,46.06,82.76,96.44
650,6/30/2015,59.48,59.69857143,59.52233333,58.34,59.41,59.59,60.01,61.05,60.01,59.62,61.36,60.18,53.95,45.92,83.25,97.24
651,7/1/2015,56.94,59.26,59.455,59.48,58.34,59.41,59.59,60.01,61.05,60.01,60.74,58.88,50.44,48.49,80.52,97.4
652,7/2/2015,56.93,58.67142857,59.34666667,56.94,59.48,58.34,59.41,59.59,60.01,61.05,59.96,58.88,50.79,46.37,82.81,97.84
653,7/3/2015,56.93,58.23142857,59.28166667,56.93,56.94,59.48,58.34,59.41,59.59,60.01,59.53,57.29,51.63,48.49,81.27,99.98
654,7/6/2015,52.48,57.21571429,59.06833333,56.93,56.93,56.94,59.48,58.34,59.41,59.59,60.01,57.51,51.95,48.49,81.26,100.12
655,7/7/2015,52.33,56.20428571,58.903,52.48,56.93,56.93,56.94,59.48,58.34,59.41,59.89,57.69,53.3,46.79,81.36,99.96
656,7/8/2015,51.61,55.24285714,58.70633333,52.33,52.48,56.93,56.93,56.94,59.48,58.34,60.41,60.25,56.25,47.85,82.25,100.38
657,7/9/2015,52.76,54.28285714,58.542,51.61,52.33,52.48,56.93,56.93,56.94,59.48,59.62,60.24,56.69,45.93,81.06,100.27
658,7/10/2015,52.74,53.68285714,58.29166667,52.76,51.61,52.33,52.48,56.93,56.93,56.94,60.01,61.3,55.71,45.26,80.53,100.31
659,7/13/2015,52.19,53.00571429,58.02333333,52.74,52.76,51.61,52.33,52.48,56.93,56.93,61.05,59.67,56.37,44.8,78.77,100.31
660,7/14/2015,53.05,52.45142857,57.74833333,52.19,52.74,52.76,51.61,52.33,52.48,56.93,60.01,58,55.58,45.84,77.15,102.54
661,7/15/2015,51.4,52.29714286,57.47266667,53.05,52.19,52.74,52.76,51.61,52.33,52.48,59.59,59.11,56.17,44.08,78.71,103.46
662,7/16/2015,50.9,52.09285714,57.236,51.4,53.05,52.19,52.74,52.76,51.61,52.33,59.41,58.15,56.59,44.12,77.87,103.2
663,7/17/2015,50.88,51.98857143,56.96166667,50.9,51.4,53.05,52.19,52.74,52.76,51.61,58.34,60.15,55.98,47.79,78.71,102.53
664,7/20/2015,50.11,51.61,56.69366667,50.88,50.9,51.4,53.05,52.19,52.74,52.76,59.48,61.36,55.56,49.25,77.43,103.17
665,7/21/2015,50.59,51.30285714,56.375,50.11,50.88,50.9,51.4,53.05,52.19,52.74,56.94,60.74,57.05,53.04,77.85,102.2
666,7/22/2015,49.27,50.88571429,55.972,50.59,50.11,50.88,50.9,51.4,53.05,52.19,56.93,59.96,58.55,48.45,77.16,102.93
667,7/23/2015,48.11,50.18,55.551,49.27,50.59,50.11,50.88,50.9,51.4,53.05,56.93,59.53,59.62,50.48,74.13,102.68
668,7/24/2015,47.98,49.69142857,55.15166667,48.11,49.27,50.59,50.11,50.88,50.9,51.4,52.48,60.01,59.1,51.66,75.91,102.88
669,7/27/2015,47.17,49.15857143,54.73966667,47.98,48.11,49.27,50.59,50.11,50.88,50.9,52.33,59.89,58.92,52.99,75.64,105.34
670,7/28/2015,47.97,48.74285714,54.33833333,47.17,47.98,48.11,49.27,50.59,50.11,50.88,51.61,60.41,60.38,50.06,74.55,103.64
671,7/29/2015,48.77,48.55142857,53.96766667,47.97,47.17,47.98,48.11,49.27,50.59,50.11,52.76,59.62,60.93,48.8,74.55,101.75
672,7/30/2015,48.53,48.25714286,53.57166667,48.77,47.97,47.17,47.98,48.11,49.27,50.59,52.74,60.01,58.99,51.17,75.63,101.82
673,7/31/2015,47.11,47.94857143,53.15466667,48.53,48.77,47.97,47.17,47.98,48.11,49.27,52.19,61.05,59.41,52.66,76.52,102.82
674,8/3/2015,45.25,47.54,52.66266667,47.11,48.53,48.77,47.97,47.17,47.98,48.11,53.05,60.01,59.23,52.66,75.74,101.39
675,8/4/2015,45.75,47.22142857,52.15266667,45.25,47.11,48.53,48.77,47.97,47.17,47.98,51.4,59.59,60.72,53.56,74.04,100.29
676,8/5/2015,45.13,46.93,51.65666667,45.75,45.25,47.11,48.53,48.77,47.97,47.17,50.9,59.41,60.5,52.13,73.7,98.29
677,8/6/2015,44.69,46.46142857,51.16,45.13,45.75,45.25,47.11,48.53,48.77,47.97,50.88,58.34,59.89,51.12,73.7,98.57
678,8/7/2015,43.87,45.76142857,50.642,44.69,45.13,45.75,45.25,47.11,48.53,48.77,50.11,59.48,59.73,49.95,65.94,99.23
679,8/10/2015,44.94,45.24857143,50.19533333,43.87,44.69,45.13,45.75,45.25,47.11,48.53,50.59,56.94,59.44,49.56,68.98,98.43
680,8/11/2015,43.11,44.67714286,49.64966667,44.94,43.87,44.69,45.13,45.75,45.25,47.11,49.27,56.93,57.3,48.48,66.99,100.08
681,8/12/2015,43.22,44.38714286,49.19233333,43.11,44.94,43.87,44.69,45.13,45.75,45.25,48.11,56.93,58.96,50.25,67.3,100.71
682,8/13/2015,42.27,43.89,48.70366667,43.22,43.11,44.94,43.87,44.69,45.13,45.75,47.98,52.48,60.18,47.65,66.73,99.68
683,8/14/2015,42.45,43.50714286,48.221,42.27,43.22,43.11,44.94,43.87,44.69,45.13,47.17,52.33,58.88,49.84,65.89,99.97
684,8/17/2015,41.93,43.11285714,47.86933333,42.45,42.27,43.22,43.11,44.94,43.87,44.69,47.97,51.61,58.88,49.59,63.13,100.05
685,8/18/2015,42.58,42.92857143,47.54433333,41.93,42.45,42.27,43.22,43.11,44.94,43.87,48.77,52.76,57.29,50.43,63.74,99.66
686,8/19/2015,40.75,42.33,47.18233333,42.58,41.93,42.45,42.27,43.22,43.11,44.94,48.53,52.74,57.51,51.53,60.99,100.61
687,8/20/2015,41,42.02857143,46.79033333,40.75,42.58,41.93,42.45,42.27,43.22,43.11,47.11,52.19,57.69,50.76,60.01,101.25
688,8/21/2015,40.45,41.63285714,46.38066667,41,40.75,42.58,41.93,42.45,42.27,43.22,45.25,53.05,60.25,49.61,57.81,101.73
689,8/24/2015,38.22,41.05428571,45.915,40.45,41,40.75,42.58,41.93,42.45,42.27,45.75,51.4,60.24,49.95,55.96,101.57
690,8/25/2015,39.15,40.58285714,45.45166667,38.22,40.45,41,40.75,42.58,41.93,42.45,45.13,50.9,61.3,48.42,55.97,99.69
691,8/26/2015,38.5,40.09285714,45.02166667,39.15,38.22,40.45,41,40.75,42.58,41.93,44.69,50.88,59.67,48.06,56.43,99.6
692,8/27/2015,42.47,40.07714286,44.74066667,38.5,39.15,38.22,40.45,41,40.75,42.58,43.87,50.11,58,47.12,54.18,100.29
693,8/28/2015,45.29,40.72571429,44.55433333,42.47,38.5,39.15,38.22,40.45,41,40.75,44.94,50.59,59.11,44.88,56.91,101.16
694,8/31/2015,49.2,41.89714286,44.524,45.29,42.47,38.5,39.15,38.22,40.45,41,43.11,49.27,58.15,43.93,55.25,100.43
695,9/1/2015,45.38,42.60142857,44.35033333,49.2,45.29,42.47,38.5,39.15,38.22,40.45,43.22,48.11,60.15,43.39,56.78,102.57
696,9/2/2015,46.3,43.75571429,44.25133333,45.38,49.2,45.29,42.47,38.5,39.15,38.22,42.27,47.98,61.36,44.63,55.7,103.55
697,9/3/2015,46.75,44.84142857,44.206,46.3,45.38,49.2,45.29,42.47,38.5,39.15,42.45,47.17,60.74,44.02,55.7,103.37
698,9/4/2015,46.02,45.91571429,44.14066667,46.75,46.3,45.38,49.2,45.29,42.47,38.5,41.93,47.97,59.96,46,54.59,103.68
699,9/7/2015,46.02,46.42285714,44.10233333,46.02,46.75,46.3,45.38,49.2,45.29,42.47,42.58,48.77,59.53,47.4,53.46,104.05
700,9/8/2015,45.92,46.51285714,44.034,46.02,46.02,46.75,46.3,45.38,49.2,45.29,40.75,48.53,60.01,47.03,54.14,103.7
701,9/9/2015,44.13,45.78857143,43.87933333,45.92,46.02,46.02,46.75,46.3,45.38,49.2,41,47.11,59.89,48.75,53.45,103.71
702,9/10/2015,45.85,45.85571429,43.79,44.13,45.92,46.02,46.02,46.75,46.3,45.38,40.45,45.25,60.41,51.41,53.45,104.33
703,9/11/2015,44.75,45.63428571,43.71133333,45.85,44.13,45.92,46.02,46.02,46.75,46.3,38.22,45.75,59.62,48.83,52.72,104.33
704,9/14/2015,44.07,45.25142857,43.672,44.75,45.85,44.13,45.92,46.02,46.02,46.75,39.15,45.13,60.01,48.66,50.05,104.35
705,9/15/2015,44.58,45.04571429,43.633,44.07,44.75,45.85,44.13,45.92,46.02,46.02,38.5,44.69,61.05,47.72,47.98,101.69
706,9/16/2015,47.12,45.20285714,43.69933333,44.58,44.07,44.75,45.85,44.13,45.92,46.02,42.47,43.87,60.01,50.12,48.69,101.47
707,9/17/2015,46.93,45.34714286,43.774,47.12,44.58,44.07,44.75,45.85,44.13,45.92,45.29,44.94,59.59,49.13,48.8,102.2
708,9/18/2015,44.71,45.43,43.802,46.93,47.12,44.58,44.07,44.75,45.85,44.13,49.2,43.11,59.41,49.13,48.35,100.85
709,9/21/2015,46.67,45.54714286,43.85966667,44.71,46.93,47.12,44.58,44.07,44.75,45.85,45.38,43.22,58.34,52.08,46.06,101.13
710,9/22/2015,46.17,45.75,43.96166667,46.67,44.71,46.93,47.12,44.58,44.07,44.75,46.3,42.27,59.48,53.95,45.92,101.56
711,9/23/2015,44.53,45.81571429,44.00533333,46.17,46.67,44.71,46.93,47.12,44.58,44.07,46.75,42.45,56.94,50.44,48.49,100.07
712,9/24/2015,44.94,45.86714286,44.09433333,44.53,46.17,46.67,44.71,46.93,47.12,44.58,46.02,41.93,56.93,50.79,46.37,99.69
713,9/25/2015,45.55,45.64285714,44.19766667,44.94,44.53,46.17,46.67,44.71,46.93,47.12,46.02,42.58,56.93,51.63,48.49,100.09
714,9/28/2015,44.4,45.28142857,44.28,45.55,44.94,44.53,46.17,46.67,44.71,46.93,45.92,40.75,52.48,51.95,48.49,99.74
715,9/29/2015,45.24,45.35714286,44.36866667,44.4,45.55,44.94,44.53,46.17,46.67,44.71,44.13,41,52.33,53.3,46.79,99.81
716,9/30/2015,45.06,45.12714286,44.51233333,45.24,44.4,45.55,44.94,44.53,46.17,46.67,45.85,40.45,51.61,56.25,47.85,101.06
717,10/1/2015,44.75,44.92428571,44.63733333,45.06,45.24,44.4,45.55,44.94,44.53,46.17,44.75,38.22,52.76,56.69,45.93,100.52
718,10/2/2015,45.54,45.06857143,44.807,44.75,45.06,45.24,44.4,45.55,44.94,44.53,44.07,39.15,52.74,55.71,45.26,100.32
719,10/5/2015,46.28,45.26,45.07566667,45.54,44.75,45.06,45.24,44.4,45.55,44.94,44.58,38.5,52.19,56.37,44.8,100.89
720,10/6/2015,48.53,45.68571429,45.38833333,46.28,45.54,44.75,45.06,45.24,44.4,45.55,47.12,42.47,53.05,55.58,45.84,102.01
721,10/7/2015,47.86,46.18,45.70033333,48.53,46.28,45.54,44.75,45.06,45.24,44.4,46.93,45.29,51.4,56.17,44.08,102.63
722,10/8/2015,49.46,46.78285714,45.93333333,47.86,48.53,46.28,45.54,44.75,45.06,45.24,44.71,49.2,50.9,56.59,44.12,101.74
723,10/9/2015,49.67,47.44142857,46.07933333,49.46,47.86,48.53,46.28,45.54,44.75,45.06,46.67,45.38,50.88,55.98,47.79,102.31
724,10/12/2015,47.09,47.77571429,46.009,49.67,49.46,47.86,48.53,46.28,45.54,44.75,46.17,46.3,50.11,55.56,49.25,102.95
725,10/13/2015,46.7,47.94142857,46.053,47.09,49.67,49.46,47.86,48.53,46.28,45.54,44.53,46.75,50.59,57.05,53.04,102.8
726,10/14/2015,46.63,47.99142857,46.064,46.7,47.09,49.67,49.46,47.86,48.53,46.28,44.94,46.02,49.27,58.55,48.45,104.31
727,10/15/2015,46.38,47.68428571,46.05166667,46.63,46.7,47.09,49.67,49.46,47.86,48.53,45.55,46.02,48.11,59.62,50.48,104.03
728,10/16/2015,47.3,47.60428571,46.09433333,46.38,46.63,46.7,47.09,49.67,49.46,47.86,44.4,45.92,47.98,59.1,51.66,105.01
729,10/19/2015,45.91,47.09714286,46.09066667,47.3,46.38,46.63,46.7,47.09,49.67,49.46,45.24,44.13,47.17,58.92,52.99,105.01
730,10/20/2015,45.84,46.55,46.088,45.91,47.3,46.38,46.63,46.7,47.09,49.67,45.06,45.85,47.97,60.38,50.06,104.78
731,10/21/2015,45.22,46.28285714,46.12433333,45.84,45.91,47.3,46.38,46.63,46.7,47.09,44.75,44.75,48.77,60.93,48.8,103.37
732,10/22/2015,44.9,46.02571429,46.09266667,45.22,45.84,45.91,47.3,46.38,46.63,46.7,45.54,44.07,48.53,58.99,51.17,104.26
733,10/23/2015,43.91,45.63714286,46.06466667,44.9,45.22,45.84,45.91,47.3,46.38,46.63,46.28,44.58,47.11,59.41,52.66,103.4
734,10/26/2015,43.19,45.18142857,46.03533333,43.91,44.9,45.22,45.84,45.91,47.3,46.38,48.53,47.12,45.25,59.23,52.66,103.07
735,10/27/2015,43.21,44.59714286,45.98966667,43.19,43.91,44.9,45.22,45.84,45.91,47.3,47.86,46.93,45.75,60.72,53.56,103.34
736,10/28/2015,45.93,44.6,45.95,43.21,43.19,43.91,44.9,45.22,45.84,45.91,49.46,44.71,45.13,60.5,52.13,103.27
737,10/29/2015,46.02,44.62571429,45.91966667,45.93,43.21,43.19,43.91,44.9,45.22,45.84,49.67,46.67,44.69,59.89,51.12,103.17
738,10/30/2015,46.6,44.82285714,45.98266667,46.02,45.93,43.21,43.19,43.91,44.9,45.22,47.09,46.17,43.87,59.73,49.95,103.32
739,11/2/2015,46.12,44.99714286,45.96433333,46.6,46.02,45.93,43.21,43.19,43.91,44.9,46.7,44.53,44.94,59.44,49.56,105.09
740,11/3/2015,47.88,45.56428571,46.02133333,46.12,46.6,46.02,45.93,43.21,43.19,43.91,46.63,44.94,43.11,57.3,48.48,105.02
741,11/4/2015,46.32,46.01142857,46.081,47.88,46.12,46.6,46.02,45.93,43.21,43.19,46.38,45.55,43.22,58.96,50.25,105.04
742,11/5/2015,45.27,46.30571429,46.092,46.32,47.88,46.12,46.6,46.02,45.93,43.21,47.3,44.4,42.27,60.18,47.65,107.2
743,11/6/2015,44.32,46.07571429,46.051,45.27,46.32,47.88,46.12,46.6,46.02,45.93,45.91,45.24,42.45,58.88,49.84,107.49
744,11/9/2015,43.87,45.76857143,46.03333333,44.32,45.27,46.32,47.88,46.12,46.6,46.02,45.84,45.06,41.93,58.88,49.59,107.52
745,11/10/2015,44.23,45.43,45.99966667,43.87,44.32,45.27,46.32,47.88,46.12,46.6,45.22,44.75,42.58,57.29,50.43,106.95
746,11/11/2015,42.95,44.97714286,45.92933333,44.23,43.87,44.32,45.27,46.32,47.88,46.12,44.9,45.54,40.75,57.51,51.53,106.64
747,11/12/2015,41.74,44.1,45.829,42.95,44.23,43.87,44.32,45.27,46.32,47.88,43.91,46.28,41,57.69,50.76,107.08
748,11/13/2015,40.69,43.29571429,45.66733333,41.74,42.95,44.23,43.87,44.32,45.27,46.32,43.19,48.53,40.45,60.25,49.61,107.95
749,11/16/2015,41.68,42.78285714,45.514,40.69,41.74,42.95,44.23,43.87,44.32,45.27,43.21,47.86,38.22,60.24,49.95,106.83
750,11/17/2015,40.73,42.27,45.254,41.68,40.69,41.74,42.95,44.23,43.87,44.32,45.93,49.46,39.15,61.3,48.42,106.64
751,11/18/2015,40.75,41.82428571,45.017,40.73,41.68,40.69,41.74,42.95,44.23,43.87,46.02,49.67,38.5,59.67,48.06,107.04
752,11/19/2015,40.55,41.29857143,44.72,40.75,40.73,41.68,40.69,41.74,42.95,44.23,46.6,47.09,42.47,58,47.12,106.49
753,11/20/2015,39.39,40.79,44.37733333,40.55,40.75,40.73,41.68,40.69,41.74,42.95,46.12,46.7,45.29,59.11,44.88,106.46
754,11/23/2015,39.27,40.43714286,44.11666667,39.39,40.55,40.75,40.73,41.68,40.69,41.74,47.88,46.63,49.2,58.15,43.93,106.07
755,11/24/2015,40.89,40.46571429,43.923,39.27,39.39,40.55,40.75,40.73,41.68,40.69,46.32,46.38,45.38,60.15,43.39,106.06
756,11/25/2015,41.22,40.4,43.74266667,40.89,39.27,39.39,40.55,40.75,40.73,41.68,45.27,47.3,46.3,61.36,44.63,105.18
757,11/26/2015,41.22,40.47,43.57066667,41.22,40.89,39.27,39.39,40.55,40.75,40.73,44.32,45.91,46.75,60.74,44.02,104.76
758,11/27/2015,40.57,40.44428571,43.34633333,41.22,41.22,40.89,39.27,39.39,40.55,40.75,43.87,45.84,46.02,59.96,46,104.76
759,11/30/2015,40.43,40.42714286,43.16366667,40.57,41.22,41.22,40.89,39.27,39.39,40.55,44.23,45.22,46.02,59.53,47.4,104.19
760,12/1/2015,40.58,40.59714286,42.98833333,40.43,40.57,41.22,41.22,40.89,39.27,39.39,42.95,44.9,45.92,60.01,47.03,104.06
761,12/2/2015,39.93,40.69142857,42.812,40.58,40.43,40.57,41.22,41.22,40.89,39.27,41.74,43.91,44.13,59.89,48.75,102.93
762,12/3/2015,41.08,40.71857143,42.68466667,39.93,40.58,40.43,40.57,41.22,41.22,40.89,40.69,43.19,45.85,60.41,51.41,103.61
763,12/4/2015,40,40.54428571,42.55433333,41.08,39.93,40.58,40.43,40.57,41.22,41.22,41.68,43.21,44.75,59.62,48.83,101.48
